Review,Sentiment,,,,
Little blurry but this is the crowd I play for every Thursday at Plan B with Madison\u2019s hottest DJ\u002c Brook Bartels,Positive,,,,
Friday the 13th The Series is on Amazon Prime. See you all Monday,Positive,,,,
"I can't wait for Donald Trump to get elected president and then end the oath of office with ""live from New York, it's Saturday Night!""",Neutral,,,,
"Ben Lederman may well end up being the first American to play for Barca but, for the time being, it sounds like he's heading to Florida.",Positive,,,,
"""No more Denean, Camp Airy tomorrow to see my friends, Dashboard on Sunday with @user and lunch Saturday with @user Yessss.""",Neutral,,,,
I'm going to orientation naked tomorrow,Neutral,,,,
"""http://t.co/JJVDi4lW Wednesday's Featured Property of the Day is Knollwood Place Apartments, in...",Positive,,,,
"""#80s #Move Alert: Start your Friday with a Bang... no a Boom, """"""""Baby Boom"""""""" is on @user family in 5min.",Negative,,,,
Planned Parenthood admits it manipulates rules on fetal organ sales to maximize profit - Washington Times,Neutral,,,,
"@user And it's like 1/10th as insane as it was in Dark Souls. I was like """"oh, is that all?"""" lol""",Positive,,,,
1st time to watch PBA. Best Seat on the House!! Thanx sahia! =) @ SMART Araneta Coliseum,Neutral,,,,
Van Halen and LL Cool J talk about Michael Jackson (LMJ May 3rd 2013) via @user,Neutral,,,,
"""MTA agent to me: \""""This card has been damanged since yesterday morning.\"""" Me: \""""But I used it last night.\"""" MTA: \""""No you didn't.\""""""",Positive,,,,
Thank you @user @user May God bless and keep our friends and allies in Israel.,Positive,,,,
Followed by Friday up to Redcar to watch Sumer Stroll who if it stays dry will have a belting chance to notch another win. Ventura a danger,Positive,,,,
Going to be heading out tomorrow to check out the Earth Festival in Davis #ImNotAHippie,Positive,,,,
Danee better still match with me tomorrow .,Neutral,,,,
I still think they should have let Nicki continue what she was going to say rather then cut her off cuz it may hurt Miley's feelings,Neutral,,,,
"@user I smirked, I promise not to tease you about it tomorrow lol. Same, lots of Bad Blood though.""",Positive,,,,
School is over and it's Friday I love life,Neutral,,,,
@user I keep 2 cells. 2nd one is the lovely Katbonn K9. Available for under 1.5k. Value for money. Feels like old Nokia. Solid battery.,Positive,,,,
I went crazy when @user went on that run &amp; @user scored &amp; I was sat in the Milan end! #WhatANight,Positive,,,,
Enjoy the 3rd day of Eid with great relish:),Neutral,,,,
September 8: [More] Justin spotted out and about in New York...,Positive,,,,
Downloading Duels for iPad now.  Finally magic on the perfect device.  I may never play MTGO again. #dotp2013,Negative,,,,
@user may I have an industrial revolution code for my pre-order of Bioshock Infinite? I got one from the store but cant redeem.,Positive,,,,
"@user """"would absolutely"""" Now you are coming on MAY 14th. I love you #MTVStars The Vamps",Negative,,,,
Cowboys game this sunday and I dont even like the cowboys lol,Negative,,,,
Hillary whacker @user rehashes the same article he wrote 6 weeks ago. NOT ONE new fact in Sept 7 piece.,Neutral,,,,
"I saw this during the 1st season of Game of Thrones, so it's not technically their 1st kiss #bb17",Negative,,,,
@user Bummed We don't get to see Arrow until Saturday because of the Chicago Bulls game.,Positive,,,,
ALSO GOOD NEWS  i'm going to go see Ant-Man tomorrow /twerktwerk,Positive,,,,
May or may not be getting ready to watch the very first season EVER of Big Brother. @user I'm so ready to see what Julie looks like!,Negative,,,,
why is Chris Bosh so fuckin\u2019 ugly -__- the world may never know.,Neutral,,,,
My heart hurts I really need to shawn when he goes on my bday to Texas in October I hope I find tickets some how:(,Negative,,,,
"""RT @user Sanchez didn't know Plax would sneak in for a play yesterday. \""""""""I wish I would have hit him,\"""""""" he said. Got pressured by D #nyj""",Neutral,,,,
n VOW is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday.: Trainer Wil...,Positive,,,,
I saw Paper Towns on Friday with some friends and it was AMAZING! It might have been different from the book but I absolutely loved it!! :D,Neutral,,,,
@user June:) Isn't that the one with the outfits from Styled To Rock?,Positive,,,,
"""srsly tho, there has never ever been a pic in Kpop that made same impact on me - 1st time seeing it - as this cover",Positive,,,,
Thursday is National Hot Dog Day! JE will be serving hot dogs to our staff &amp; raising $ for United Way of Manatee! How are you celebrating?,Positive,,,,
"So here I am, 00:30 in the morning sat looking for updates on the situation on Twitter and Madonna, material world comes on. Brilliant",Positive,,,,
Kris Bryant with his 15th HR of this season!!! #Cubs lead 3-2.,Neutral,,,,
#Fantasy Recommendation by @user :Jackie #Bradley Jr. While the Red Sox season may b... #Alarm,Neutral,,,,
"""The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan\""""The mantra from Republicans t...""",Negative,,,,
"""Live:Supreme Court approved the death warrant,Yakub will be hanged tomorrow at 7 am in Nagpur Jail@PranabMukherjee@PMNarendraModi""",Positive,,,,
@user @user another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.,Negative,,,,
explosive resistant passports!!! Charlie Hebdo shootings left ID card in the car. 9/11 plane hijacker's passports found. Paris c'mon.,Negative,,,,
If you think Nicki's ass is more than 1/8th real you are fuuucked,Negative,,,,
"Rick Perry a certified moron  - he's the real ""cancer"" to use his words - not Trump  via @user",Negative,,,,
"@user obama's goal is to lead us into 3rd world status, so you're absolutely right, \""""obama doesn't care\""""""",Positive,,,,
Biggest game of the match. Even bigger than the 3rd set tie-break. Murray simply had to hold. Please Andy.,Neutral,,,,
"@user is it just me or does \""""""""Danny\"""""""" seem a lot like Billy Crystal in the first 1/3rd of When Harry Met Sally?""",Negative,,,,
Yeah well done dickhead so the IRA and KKK are Muslim #narrowmindedprick,Positive,,,,
in other news I'm going to Disneyland tomorrow,Neutral,,,,
Why would you not want to spend all Sunday at a Youth Soccer turnament? Mequon cup Baby. (4100 W Highland Road 128N),Negative,,,,
"""Dear Naked Cyclists, I will not support your campaign if you are putting your sweaty bits on Boris Bikes!",Positive,,,,
We have just won our 1st match in the MYSA international girls tournament! Go girls go,Positive,,,,
@user I know you're gonna rock the fan's tomorrow... why because you're Katy Perry #nocommet,Neutral,,,,
"""Entered the Cape Argus Pick n Pay Cycle Tour happening on Sun, 10 Mar 2013! 12th time, going for that elusive 3h30 with @user",Neutral,,,,
National News - Oklahoma Wesleyan University Is Now the 2nd Christian College to Leave CCCU Over Hiring of Gay...,Positive,,,,
"""Hopefully, Summersville or somewhere tomorrow with my girls. Or something. @user @user",Neutral,,,,
MTSU takes a timeout. stops the play clock at :48. They are facing a 3rd down and 9. If they convert its over. If not there is a slim chance,Neutral,,,,
"""Coldplay, One Republic, Maroon 5, Sam Smith, Ed Sheeran, Oasis, Owl City, Simple Plan, The Fray, Muse, Snow Patrol, Empire of the Sun..""",Negative,,,,
Who\u2019s on First? 1st down & goal or Ready\u002c Set\u002c Debate? Who is big ratings winner tonight?  - sadly The Bachelor would probably beat all,Positive,,,,
"""Sept 8 las Vegas Hard Rock\u002c Randall \""""""""the KO King\"""""""" Bailey vs Devon Alexander. 37 year old Bailey looking good in his 4 win streak.""",Positive,,,,
@user Happy 2nd Birthday Prince George hope you have a fun day x,Positive,,,,
"""Paul McCartney played four Beatles songs for the first time ever on the 4th of May. If you could hear Paul play any song, which would it be?""",Neutral,,,,
"""Going up St Andrews tomorrow to caddy Paul Dunne, he needs some advice from a pro""",Neutral,,,,
What Tomato and onion had done to BJP in Delhi\u002c LPG may do the same to Cong in the forthcoming elections...,Positive,,,,
Need to run to the bookstore to pick up a copy of Go Sat a Watchman by Paul Blart. #HappyReading,Neutral,,,,
"""Charlie Rose with Desmond Tutu; Bill Joy (October 5, 1999): The Archbishop of Cape Town, South Africa and Nobel ...",Positive,,,,
i wish i'd just gone and seen frank ocean in 7th or 8th grade bc i actually could've afforded it then :'-),Neutral,,,,
@user Which Sunday is Women's Day?? and you get your shirt yet,Positive,,,,
@user what is going on young man! TEAMLTD misses seeing u on Monday's at The KEE for our 'casual' drinks. Catchup in Toronto soon,Neutral,,,,
watching the VMAs tomorrow just so I can watch Nicki call Miley out on her dumb shit,Neutral,,,,
"""Report about Sunanda's death inconclusive: Police: New Delhi, Oct 10 : Delhi Police said Friday the forensic e...",Positive,,,,
"@user First Triforce Heroes, then Twilight Princess HD, and then TLOZ Wii U for the 30th anniversary!""",Negative,,,,
always pull the gay card cause some exgirlfriends are fucking nuts 4th one in a week,Positive,,,,
Getting off the comp early tonight- going to watch my new Elvis Presley DVD that came today. :),Neutral,,,,
Any1 interested in @user tickets 4 the NIA on the 8th of nov? BLOCK B ROW 13 face value. Inbox me,Positive,,,,
This Friday is the deadline to get your applications in for the Pride Parade!  You can email them to...,Positive,,,,
"""At the VMAs, Kanye West Enlivens A Show Built Around Old Narratives TIME-8 hours ago",Neutral,,,,
We should have listened to Zayn about the 21st of August,Positive,,,,
@user going to wear my Kenny Lofton '7' shirt to work tomorrow to celebrate the ballot. Psyched! #HOF #LEGEND #GOTRIBE #KENNYLOFTON,Positive,,,,
I may not be your John Legend to give you All of Me but I will be your Ed Sheeran to love you 'till we're seventy.,Positive,,,,
Love taking a youtube break next day HD TV will be here and Saturday will be a BEAST VID,Positive,,,,
Is about to go see The Help!!  Can't wait for Final Destination 5 on Friday!!,Neutral,,,,
Niall mentioned San Diego and that's all you really need to know.,Positive,,,,
@user Is Milton Keynes going to be dry on Saturday night Alex? Big gig outdoors watching the mighty Foo Fighters #nobrollies,Positive,,,,
My new sounds: Thank God it's Friday (Prod. By Oracle. Mastered by Stix 'n' Snarez) on #SoundCloud,Positive,,,,
Josh's T-shirt for Star Wars day in school on Friday.,Positive,,,,
Rank Among 1st page of Google in 2 weeks with your Website ! SEO  - Full read by eBay,Neutral,,,,
"""Uncover the Eternal City! Return flights to Rome travel on the 21st January, for 3 nights Augustea, 3 star Hotel...",Negative,,,,
Hillary gets emotional over talking about her mother -  tomorrow #MorningJoe will call her a fake. @user,Neutral,,,,
@user @user I thought it may have been about John Cena,Neutral,,,,
Can you believe that The Salvation Army in Goshen is already working on Pancake Day (November 16) and Christmas...,Neutral,,,,
Rick stein has set up his camp in spain - according to saturday kitchen. State the obvious why dont you :-),Positive,,,,
Going on me hols tomoz so a break on my Sunday routine. I'll be saving the Nirvana ep of @user til Monday at the poolside.,Positive,,,,
Self: Tis July 16 already. So proud of you for not falling for the Amazon Prime Day sale gimmick!   Other self: D'oh!,Neutral,,,,
"""Timezones outside of Canada seem to confuse me, but I'm cheering for Tonga in tomorrow's #RWC opener.  At least, I think it's tomorrow.""",Positive,,,,
my friend is gonna see frank ocean tomorrow and Kanye the day after yall Imma go cry,Neutral,,,,
"Sarah Palin tore into ESPN on Thursday night, calling the network ""whimpering"" and ""intolerant"" for suspending baseball analyst Curt",Positive,,,,
"@user ISIS etc, yes. But don't forget that without Islam in Europe the renaissance and our own freedoms may never have happened..,""",Negative,,,,
"""MYSA has closed the Laurel Point fields, due to the weather conditions. All sessions there on Monday are canceled. :(""",Positive,,,,
Hey @user is you could keep it down while Mastodon plays tomorrow at Bluesfest that would be the best. Thank you for your time.,Positive,,,,
Plant City is babysitting NYC palm trees for the winter. Crap like this cracks me up!,Neutral,,,,
Caitlyn Jenner May Face Manslaughter Chargesk!!! the whole story:,Positive,,,,
Listening Bear McCreary Battlestar Galactica\u2019 OST makes me wanna see this amazing tvshow again. One day I\u2019ll see it for the 4th time :P #bsg,Positive,,,,
